exercice,exercice_debut,rapport,sous_formulaire,rss,etablissement_id,etablissement_nom,page,souspage,ligne,colonne,plc,valeur_saisie,chiffre,code_cellule,source_feuille,feuille,col_index,entete,mapping
2012-2013,2012,Général,AS480G,14,,LES CENTRES JEUNESSE DE LANAUDIERE,07,,15,02,P07L15C02,0.0,0.0,P07L15C02,P07L15,P07L15,2,Nouveaux,ligne_fixe
2012-2013,2012,Général,AS480G,14,,LES CENTRES JEUNESSE DE LANAUDIERE,07,,15,03,P07L15C03,0.0,0.0,P07L15C03,P07L15,P07L15,3,Départs,ligne_fixe
2012-2013,2012,Général,AS480G,14,,LES CENTRES JEUNESSE DE LANAUDIERE,07,,15,04,P07L15C04,0.0,0.0,P07L15C04,P07L15,P07L15,4,Fin d'année,ligne_fixe
2012-2013,2012,Général,AS480G,14,,LES CENTRES JEUNESSE DE LANAUDIERE,07,,15,05,P07L15C05,0.0,0.0,P07L15C05,P07L15,P07L15,5,Jours-présence,ligne_fixe
2012-2013,2012,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,07,,15,01,P07L15C01,0.0,0.0,P07L15C01,P07L15,P07L15,1,Au début,ligne_fixe
2012-2013,2012,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,07,,15,02,P07L15C02,0.0,0.0,P07L15C02,P07L15,P07L15,2,Nouveaux,ligne_fixe
2012-2013,2012,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,07,,15,03,P07L15C03,0.0,0.0,P07L15C03,P07L15,P07L15,3,Départs,ligne_fixe
2012-2013,2012,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,07,,15,04,P07L15C04,0.0,0.0,P07L15C04,P07L15,P07L15,4,Fin d'année,ligne_fixe
2012-2013,2012,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,07,,15,05,P07L15C05,0.0,0.0,P07L15C05,P07L15,P07L15,5,Jours-présence,ligne_fixe
2012-2013,2012,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,07,,15,01,P07L15C01,0.0,0.0,P07L15C01,P07L15,P07L15,1,Au début,ligne_fixe
2012-2013,2012,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,07,,15,02,P07L15C02,0.0,0.0,P07L15C02,P07L15,P07L15,2,Nouveaux,ligne_fixe
2012-2013,2012,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,07,,15,03,P07L15C03,0.0,0.0,P07L15C03,P07L15,P07L15,3,Départs,ligne_fixe
2012-2013,2012,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,07,,15,04,P07L15C04,0.0,0.0,P07L15C04,P07L15,P07L15,4,Fin d'année,ligne_fixe
2012-2013,2012,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,07,,15,05,P07L15C05,0.0,0.0,P07L15C05,P07L15,P07L15,5,Jours-présence,ligne_fixe
2012-2013,2012,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,07,,15,01,P07L15C01,0.0,0.0,P07L15C01,P07L15,P07L15,1,Au début,ligne_fixe
2012-2013,2012,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,07,,15,02,P07L15C02,0.0,0.0,P07L15C02,P07L15,P07L15,2,Nouveaux,ligne_fixe
2012-2013,2012,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,07,,15,03,P07L15C03,0.0,0.0,P07L15C03,P07L15,P07L15,3,Départs,ligne_fixe
2012-2013,2012,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,07,,15,04,P07L15C04,0.0,0.0,P07L15C04,P07L15,P07L15,4,Fin d'année,ligne_fixe
2012-2013,2012,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,07,,15,05,P07L15C05,0.0,0.0,P07L15C05,P07L15,P07L15,5,Jours-présence,ligne_fixe
2012-2013,2012,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,07,,16,01,P07L16C01,0.0,0.0,P07L16C01,P07L16,P07L16,1,Au début,ligne_fixe
2012-2013,2012,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,07,,16,02,P07L16C02,0.0,0.0,P07L16C02,P07L16,P07L16,2,Nouveaux,ligne_fixe
2012-2013,2012,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,07,,16,03,P07L16C03,0.0,0.0,P07L16C03,P07L16,P07L16,3,Départs,ligne_fixe
2012-2013,2012,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,07,,16,04,P07L16C04,0.0,0.0,P07L16C04,P07L16,P07L16,4,Fin d'année,ligne_fixe
2012-2013,2012,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,07,,16,05,P07L16C05,0.0,0.0,P07L16C05,P07L16,P07L16,5,Jours-présence,ligne_fixe
2012-2013,2012,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,07,,16,01,P07L16C01,0.0,0.0,P07L16C01,P07L16,P07L16,1,Au début,ligne_fixe
2012-2013,2012,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,07,,16,02,P07L16C02,0.0,0.0,P07L16C02,P07L16,P07L16,2,Nouveaux,ligne_fixe
2012-2013,2012,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,07,,16,03,P07L16C03,0.0,0.0,P07L16C03,P07L16,P07L16,3,Départs,ligne_fixe
2012-2013,2012,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,07,,16,04,P07L16C04,0.0,0.0,P07L16C04,P07L16,P07L16,4,Fin d'année,ligne_fixe
2012-2013,2012,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,07,,16,05,P07L16C05,0.0,0.0,P07L16C05,P07L16,P07L16,5,Jours-présence,ligne_fixe
2012-2013,2012,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,07,,16,01,P07L16C01,0.0,0.0,P07L16C01,P07L16,P07L16,1,Au début,ligne_fixe
2012-2013,2012,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,07,,16,02,P07L16C02,0.0,0.0,P07L16C02,P07L16,P07L16,2,Nouveaux,ligne_fixe
2012-2013,2012,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,07,,16,03,P07L16C03,0.0,0.0,P07L16C03,P07L16,P07L16,3,Départs,ligne_fixe
2012-2013,2012,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,07,,16,04,P07L16C04,0.0,0.0,P07L16C04,P07L16,P07L16,4,Fin d'année,ligne_fixe
2012-2013,2012,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,07,,16,05,P07L16C05,0.0,0.0,P07L16C05,P07L16,P07L16,5,Jours-présence,ligne_fixe
2012-2013,2012,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,07,,16,01,P07L16C01,0.0,0.0,P07L16C01,P07L16,P07L16,1,Au début,ligne_fixe
2012-2013,2012,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,07,,16,02,P07L16C02,0.0,0.0,P07L16C02,P07L16,P07L16,2,Nouveaux,ligne_fixe
2012-2013,2012,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,07,,16,03,P07L16C03,0.0,0.0,P07L16C03,P07L16,P07L16,3,Départs,ligne_fixe
2012-2013,2012,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,07,,16,04,P07L16C04,0.0,0.0,P07L16C04,P07L16,P07L16,4,Fin d'année,ligne_fixe
2012-2013,2012,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,07,,16,05,P07L16C05,0.0,0.0,P07L16C05,P07L16,P07L16,5,Jours-présence,ligne_fixe
2012-2013,2012,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,07,,16,01,P07L16C01,0.0,0.0,P07L16C01,P07L16,P07L16,1,Au début,ligne_fixe
2012-2013,2012,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,07,,16,02,P07L16C02,0.0,0.0,P07L16C02,P07L16,P07L16,2,Nouveaux,ligne_fixe
2012-2013,2012,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,07,,16,03,P07L16C03,0.0,0.0,P07L16C03,P07L16,P07L16,3,Départs,ligne_fixe
2012-2013,2012,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,07,,16,04,P07L16C04,0.0,0.0,P07L16C04,P07L16,P07L16,4,Fin d'année,ligne_fixe
2012-2013,2012,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,07,,16,05,P07L16C05,0.0,0.0,P07L16C05,P07L16,P07L16,5,Jours-présence,ligne_fixe
2012-2013,2012,Général,AS480G,06,,HAVRE-JEUNESSE,07,,16,01,P07L16C01,0.0,0.0,P07L16C01,P07L16,P07L16,1,Au début,ligne_fixe
2012-2013,2012,Général,AS480G,06,,HAVRE-JEUNESSE,07,,16,02,P07L16C02,0.0,0.0,P07L16C02,P07L16,P07L16,2,Nouveaux,ligne_fixe
2012-2013,2012,Général,AS480G,06,,HAVRE-JEUNESSE,07,,16,03,P07L16C03,0.0,0.0,P07L16C03,P07L16,P07L16,3,Départs,ligne_fixe
2012-2013,2012,Général,AS480G,06,,HAVRE-JEUNESSE,07,,16,04,P07L16C04,0.0,0.0,P07L16C04,P07L16,P07L16,4,Fin d'année,ligne_fixe
2012-2013,2012,Général,AS480G,06,,HAVRE-JEUNESSE,07,,16,05,P07L16C05,0.0,0.0,P07L16C05,P07L16,P07L16,5,Jours-présence,ligne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,07,,16,01,P07L16C01,0.0,0.0,P07L16C01,P07L16,P07L16,1,Au début,ligne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,07,,16,02,P07L16C02,0.0,0.0,P07L16C02,P07L16,P07L16,2,Nouveaux,ligne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,07,,16,03,P07L16C03,0.0,0.0,P07L16C03,P07L16,P07L16,3,Départs,ligne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,07,,16,04,P07L16C04,0.0,0.0,P07L16C04,P07L16,P07L16,4,Fin d'année,ligne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,07,,16,05,P07L16C05,0.0,0.0,P07L16C05,P07L16,P07L16,5,Jours-présence,ligne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),07,,16,01,P07L16C01,0.0,0.0,P07L16C01,P07L16,P07L16,1,Au début,ligne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),07,,16,02,P07L16C02,0.0,0.0,P07L16C02,P07L16,P07L16,2,Nouveaux,ligne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),07,,16,03,P07L16C03,0.0,0.0,P07L16C03,P07L16,P07L16,3,Départs,ligne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),07,,16,04,P07L16C04,0.0,0.0,P07L16C04,P07L16,P07L16,4,Fin d'année,ligne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),07,,16,05,P07L16C05,0.0,0.0,P07L16C05,P07L16,P07L16,5,Jours-présence,ligne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,07,,16,01,P07L16C01,0.0,0.0,P07L16C01,P07L16,P07L16,1,Au début,ligne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,07,,16,02,P07L16C02,0.0,0.0,P07L16C02,P07L16,P07L16,2,Nouveaux,ligne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,07,,16,03,P07L16C03,0.0,0.0,P07L16C03,P07L16,P07L16,3,Départs,ligne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,07,,16,04,P07L16C04,0.0,0.0,P07L16C04,P07L16,P07L16,4,Fin d'année,ligne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,07,,16,05,P07L16C05,0.0,0.0,P07L16C05,P07L16,P07L16,5,Jours-présence,ligne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,07,,16,01,P07L16C01,0.0,0.0,P07L16C01,P07L16,P07L16,1,Au début,ligne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,07,,16,02,P07L16C02,0.0,0.0,P07L16C02,P07L16,P07L16,2,Nouveaux,ligne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,07,,16,03,P07L16C03,0.0,0.0,P07L16C03,P07L16,P07L16,3,Départs,ligne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,07,,16,04,P07L16C04,0.0,0.0,P07L16C04,P07L16,P07L16,4,Fin d'année,ligne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,07,,16,05,P07L16C05,0.0,0.0,P07L16C05,P07L16,P07L16,5,Jours-présence,ligne_fixe
2012-2013,2012,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,07,,16,01,P07L16C01,0.0,0.0,P07L16C01,P07L16,P07L16,1,Au début,ligne_fixe
2012-2013,2012,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,07,,16,02,P07L16C02,0.0,0.0,P07L16C02,P07L16,P07L16,2,Nouveaux,ligne_fixe
2012-2013,2012,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,07,,16,03,P07L16C03,0.0,0.0,P07L16C03,P07L16,P07L16,3,Départs,ligne_fixe
2012-2013,2012,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,07,,16,04,P07L16C04,0.0,0.0,P07L16C04,P07L16,P07L16,4,Fin d'année,ligne_fixe
2012-2013,2012,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,07,,16,05,P07L16C05,0.0,0.0,P07L16C05,P07L16,P07L16,5,Jours-présence,ligne_fixe
2012-2013,2012,Général,AS480G,13,,CENTRE JEUNESSE DE LAVAL,07,,16,01,P07L16C01,0.0,0.0,P07L16C01,P07L16,P07L16,1,Au début,ligne_fixe
2012-2013,2012,Général,AS480G,13,,CENTRE JEUNESSE DE LAVAL,07,,16,02,P07L16C02,0.0,0.0,P07L16C02,P07L16,P07L16,2,Nouveaux,ligne_fixe
2012-2013,2012,Général,AS480G,13,,CENTRE JEUNESSE DE LAVAL,07,,16,03,P07L16C03,0.0,0.0,P07L16C03,P07L16,P07L16,3,Départs,ligne_fixe
2012-2013,2012,Général,AS480G,13,,CENTRE JEUNESSE DE LAVAL,07,,16,04,P07L16C04,0.0,0.0,P07L16C04,P07L16,P07L16,4,Fin d'année,ligne_fixe
2012-2013,2012,Général,AS480G,13,,CENTRE JEUNESSE DE LAVAL,07,,16,05,P07L16C05,0.0,0.0,P07L16C05,P07L16,P07L16,5,Jours-présence,ligne_fixe
2012-2013,2012,Général,AS480G,14,,LES CENTRES JEUNESSE DE LANAUDIERE,07,,16,01,P07L16C01,0.0,0.0,P07L16C01,P07L16,P07L16,1,Au début,ligne_fixe
2012-2013,2012,Général,AS480G,14,,LES CENTRES JEUNESSE DE LANAUDIERE,07,,16,02,P07L16C02,0.0,0.0,P07L16C02,P07L16,P07L16,2,Nouveaux,ligne_fixe
2012-2013,2012,Général,AS480G,14,,LES CENTRES JEUNESSE DE LANAUDIERE,07,,16,03,P07L16C03,0.0,0.0,P07L16C03,P07L16,P07L16,3,Départs,ligne_fixe
2012-2013,2012,Général,AS480G,14,,LES CENTRES JEUNESSE DE LANAUDIERE,07,,16,04,P07L16C04,0.0,0.0,P07L16C04,P07L16,P07L16,4,Fin d'année,ligne_fixe
2012-2013,2012,Général,AS480G,14,,LES CENTRES JEUNESSE DE LANAUDIERE,07,,16,05,P07L16C05,0.0,0.0,P07L16C05,P07L16,P07L16,5,Jours-présence,ligne_fixe
2012-2013,2012,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,07,,16,01,P07L16C01,0.0,0.0,P07L16C01,P07L16,P07L16,1,Au début,ligne_fixe
2012-2013,2012,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,07,,16,02,P07L16C02,0.0,0.0,P07L16C02,P07L16,P07L16,2,Nouveaux,ligne_fixe
2012-2013,2012,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,07,,16,03,P07L16C03,0.0,0.0,P07L16C03,P07L16,P07L16,3,Départs,ligne_fixe
2012-2013,2012,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,07,,16,04,P07L16C04,0.0,0.0,P07L16C04,P07L16,P07L16,4,Fin d'année,ligne_fixe
2012-2013,2012,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,07,,16,05,P07L16C05,0.0,0.0,P07L16C05,P07L16,P07L16,5,Jours-présence,ligne_fixe
2012-2013,2012,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,07,,16,01,P07L16C01,0.0,0.0,P07L16C01,P07L16,P07L16,1,Au début,ligne_fixe
2012-2013,2012,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,07,,16,02,P07L16C02,0.0,0.0,P07L16C02,P07L16,P07L16,2,Nouveaux,ligne_fixe
2012-2013,2012,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,07,,16,03,P07L16C03,0.0,0.0,P07L16C03,P07L16,P07L16,3,Départs,ligne_fixe
2012-2013,2012,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,07,,16,04,P07L16C04,0.0,0.0,P07L16C04,P07L16,P07L16,4,Fin d'année,ligne_fixe
2012-2013,2012,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,07,,16,05,P07L16C05,0.0,0.0,P07L16C05,P07L16,P07L16,5,Jours-présence,ligne_fixe
2012-2013,2012,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,07,,16,01,P07L16C01,0.0,0.0,P07L16C01,P07L16,P07L16,1,Au début,ligne_fixe
2012-2013,2012,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,07,,16,02,P07L16C02,0.0,0.0,P07L16C02,P07L16,P07L16,2,Nouveaux,ligne_fixe
2012-2013,2012,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,07,,16,03,P07L16C03,0.0,0.0,P07L16C03,P07L16,P07L16,3,Départs,ligne_fixe
2012-2013,2012,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,07,,16,04,P07L16C04,0.0,0.0,P07L16C04,P07L16,P07L16,4,Fin d'année,ligne_fixe
2012-2013,2012,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,07,,16,05,P07L16C05,0.0,0.0,P07L16C05,P07L16,P07L16,5,Jours-présence,ligne_fixe
2012-2013,2012,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,07,,17,01,P07L17C01,0.0,0.0,P07L17C01,P07L17,P07L17,1,Au début,ligne_fixe
2012-2013,2012,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,07,,17,02,P07L17C02,0.0,0.0,P07L17C02,P07L17,P07L17,2,Nouveaux,ligne_fixe
2012-2013,2012,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,07,,17,03,P07L17C03,0.0,0.0,P07L17C03,P07L17,P07L17,3,Départs,ligne_fixe
2012-2013,2012,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,07,,17,04,P07L17C04,0.0,0.0,P07L17C04,P07L17,P07L17,4,Fin d'année,ligne_fixe
2012-2013,2012,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,07,,17,05,P07L17C05,0.0,0.0,P07L17C05,P07L17,P07L17,5,Jours-présence,ligne_fixe
2012-2013,2012,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,07,,17,01,P07L17C01,0.0,0.0,P07L17C01,P07L17,P07L17,1,Au début,ligne_fixe
2012-2013,2012,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,07,,17,02,P07L17C02,0.0,0.0,P07L17C02,P07L17,P07L17,2,Nouveaux,ligne_fixe
2012-2013,2012,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,07,,17,03,P07L17C03,0.0,0.0,P07L17C03,P07L17,P07L17,3,Départs,ligne_fixe
2012-2013,2012,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,07,,17,04,P07L17C04,0.0,0.0,P07L17C04,P07L17,P07L17,4,Fin d'année,ligne_fixe
2012-2013,2012,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,07,,17,05,P07L17C05,0.0,0.0,P07L17C05,P07L17,P07L17,5,Jours-présence,ligne_fixe
2012-2013,2012,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,07,,17,01,P07L17C01,0.0,0.0,P07L17C01,P07L17,P07L17,1,Au début,ligne_fixe
2012-2013,2012,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,07,,17,02,P07L17C02,0.0,0.0,P07L17C02,P07L17,P07L17,2,Nouveaux,ligne_fixe
2012-2013,2012,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,07,,17,03,P07L17C03,0.0,0.0,P07L17C03,P07L17,P07L17,3,Départs,ligne_fixe
2012-2013,2012,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,07,,17,04,P07L17C04,0.0,0.0,P07L17C04,P07L17,P07L17,4,Fin d'année,ligne_fixe
2012-2013,2012,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,07,,17,05,P07L17C05,0.0,0.0,P07L17C05,P07L17,P07L17,5,Jours-présence,ligne_fixe
2012-2013,2012,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,07,,17,01,P07L17C01,0.0,0.0,P07L17C01,P07L17,P07L17,1,Au début,ligne_fixe
2012-2013,2012,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,07,,17,02,P07L17C02,0.0,0.0,P07L17C02,P07L17,P07L17,2,Nouveaux,ligne_fixe
2012-2013,2012,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,07,,17,03,P07L17C03,0.0,0.0,P07L17C03,P07L17,P07L17,3,Départs,ligne_fixe
2012-2013,2012,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,07,,17,04,P07L17C04,0.0,0.0,P07L17C04,P07L17,P07L17,4,Fin d'année,ligne_fixe
2012-2013,2012,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,07,,17,05,P07L17C05,0.0,0.0,P07L17C05,P07L17,P07L17,5,Jours-présence,ligne_fixe
2012-2013,2012,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,07,,17,01,P07L17C01,0.0,0.0,P07L17C01,P07L17,P07L17,1,Au début,ligne_fixe
2012-2013,2012,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,07,,17,02,P07L17C02,0.0,0.0,P07L17C02,P07L17,P07L17,2,Nouveaux,ligne_fixe
2012-2013,2012,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,07,,17,03,P07L17C03,0.0,0.0,P07L17C03,P07L17,P07L17,3,Départs,ligne_fixe
2012-2013,2012,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,07,,17,04,P07L17C04,0.0,0.0,P07L17C04,P07L17,P07L17,4,Fin d'année,ligne_fixe
2012-2013,2012,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,07,,17,05,P07L17C05,0.0,0.0,P07L17C05,P07L17,P07L17,5,Jours-présence,ligne_fixe
2012-2013,2012,Général,AS480G,06,,HAVRE-JEUNESSE,07,,17,01,P07L17C01,0.0,0.0,P07L17C01,P07L17,P07L17,1,Au début,ligne_fixe
2012-2013,2012,Général,AS480G,06,,HAVRE-JEUNESSE,07,,17,02,P07L17C02,0.0,0.0,P07L17C02,P07L17,P07L17,2,Nouveaux,ligne_fixe
2012-2013,2012,Général,AS480G,06,,HAVRE-JEUNESSE,07,,17,03,P07L17C03,0.0,0.0,P07L17C03,P07L17,P07L17,3,Départs,ligne_fixe
2012-2013,2012,Général,AS480G,06,,HAVRE-JEUNESSE,07,,17,04,P07L17C04,0.0,0.0,P07L17C04,P07L17,P07L17,4,Fin d'année,ligne_fixe
2012-2013,2012,Général,AS480G,06,,HAVRE-JEUNESSE,07,,17,05,P07L17C05,0.0,0.0,P07L17C05,P07L17,P07L17,5,Jours-présence,ligne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,07,,17,01,P07L17C01,0.0,0.0,P07L17C01,P07L17,P07L17,1,Au début,ligne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,07,,17,02,P07L17C02,0.0,0.0,P07L17C02,P07L17,P07L17,2,Nouveaux,ligne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,07,,17,03,P07L17C03,0.0,0.0,P07L17C03,P07L17,P07L17,3,Départs,ligne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,07,,17,04,P07L17C04,0.0,0.0,P07L17C04,P07L17,P07L17,4,Fin d'année,ligne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,07,,17,05,P07L17C05,0.0,0.0,P07L17C05,P07L17,P07L17,5,Jours-présence,ligne_fixe
