jeu,exercice,centre_activites_code,centre_activites,programme,montant
depenses_par_activites,2018-2019,6460,Services aux revendicateurs de statuts de réfugié,Services généraux,35872892.0
depenses_par_activites,2018-2019,6307,Services de santé courants,Services généraux,121022601.96
depenses_par_activites,2018-2019,5980,Services infirmiers dans les groupes de médecine de famille ou de cliniques - Réseau,Services généraux,129452457.0
depenses_par_activites,2018-2019,6561,Services psychosociaux à domicile,Services généraux,3490359.67
depenses_par_activites,2018-2019,6173,Soins infirmiers à domicile réguliers (non répartis),Services généraux,61725906.28
depenses_par_activites,2018-2019,6304,Unité de médecine familiale/Groupe de médecine de famille universitaire,Services généraux,53099530.0
depenses_par_activites,2018-2019,6740,Volet psychosocial en contexte de sécurité civile,Services généraux,652663.0
depenses_par_activites,2018-2019,7992,Activités spéciales - Administration,Soutien aux services,899030.0
depenses_par_activites,2018-2019,7993,Activités spéciales - Soutien aux services,Soutien aux services,3135467.0
depenses_par_activites,2018-2019,5900,Administration des services à la clientèle (LPJ - LSJPA - LSSSS),Soutien aux services,34592484.0
depenses_par_activites,2018-2019,6000,Administration des soins,Soutien aux services,291225226.0
depenses_par_activites,2018-2019,7554,Alimentation - Autres,Soutien aux services,628042568.0
depenses_par_activites,2018-2019,7552,Alimentation - Internat pour personnes ayant une déficience intellectuelle,Soutien aux services,1465686.0
depenses_par_activites,2018-2019,7551,Alimentation - Internat pour personnes ayant une déficience physique,Soutien aux services,182260.0
depenses_par_activites,2018-2019,7532,Archives,Soutien aux services,174520152.0
depenses_par_activites,2018-2019,7203,Bibliothèque,Soutien aux services,10567867.0
depenses_par_activites,2018-2019,7604,Buanderie,Soutien aux services,107022086.0
depenses_par_activites,2018-2019,7603,Buanderie et lingerie - Autres,Soutien aux services,126827.0
depenses_par_activites,2018-2019,7602,Buanderie et lingerie - Internat pour personnes ayant une déficience intellectuelle,Soutien aux services,477093.0
depenses_par_activites,2018-2019,7601,Buanderie et lingerie - Internat pour personnes ayant une déficience physique,Soutien aux services,311512.0
depenses_par_activites,2018-2019,7202,Coordination et soutien,Soutien aux services,32549002.0
depenses_par_activites,2018-2019,7606,"Cueillette, Distribution et Autres charges",Soutien aux services,93571726.0
depenses_par_activites,2018-2019,7605,Entretien des vêtements des usagers,Soutien aux services,15208681.0
depenses_par_activites,2018-2019,7350,Gestion de l'information,Soutien aux services,9912566.0
depenses_par_activites,2018-2019,7158,Gestion et soutien aux programmes (hors territoire),Soutien aux services,238391.98
depenses_par_activites,2018-2019,7201,Programmes d'intéressement aux étudiants,Soutien aux services,6475188.0
depenses_par_activites,2018-2019,7534,Réception,Soutien aux services,167117220.0
depenses_par_activites,2018-2019,7533,Réception - Archives - Télécommunications (non réparti),Soutien aux services,48523728.0
depenses_par_activites,2018-2019,7210,Réseau d'enseignement universitaire,Soutien aux services,9651990.0
depenses_par_activites,2018-2019,7536,Transcription des dictées médicales,Soutien aux services,16223075.0
depenses_par_activites,2018-2019,7535,Télécommunications,Soutien aux services,107892072.0
depenses_par_activites,2018-2019,7330,Équipe d'un CHU fiduciaire de la formation continue partagée,Soutien aux services,3680125.0
depenses_par_activites,2018-2019,7992,Activités spéciales - Administration,Soutien à l'autonomie des PA,8506089.0
depenses_par_activites,2018-2019,7985,Activités spéciales - Soutien à l'autonomie des personnes âgées,Soutien à l'autonomie des PA,1080229.0
depenses_par_activites,2018-2019,6532,Aide à domicile continue,Soutien à l'autonomie des PA,8644824.0
depenses_par_activites,2018-2019,6531,Aide à domicile régulière,Soutien à l'autonomie des PA,290244275.44
depenses_par_activites,2018-2019,6890,Animation-Loisirs,Soutien à l'autonomie des PA,41683874.99
depenses_par_activites,2018-2019,5544,Autres ressources - Soutien à l'autonomie des personnes âgées,Soutien à l'autonomie des PA,66177953.0
depenses_par_activites,2018-2019,7910,Besoins spéciaux,Soutien à l'autonomie des PA,7589511.87
depenses_par_activites,2018-2019,6960,Centre de jour pour personnes en perte d'autonomie,Soutien à l'autonomie des PA,32489373.0
depenses_par_activites,2018-2019,6052,Chirurgie,Soutien à l'autonomie des PA,1104770.88
depenses_par_activites,2018-2019,,Crédits des organismes communautaires,Soutien à l'autonomie des PA,65484034.0
depenses_par_activites,2018-2019,6430,Encadrement des ressources,Soutien à l'autonomie des PA,8828628.82
depenses_par_activites,2018-2019,6880,Ergothérapie,Soutien à l'autonomie des PA,38235979.23
depenses_par_activites,2018-2019,7161,Ergothérapie à domicile,Soutien à l'autonomie des PA,37037467.0
depenses_par_activites,2018-2019,5950,Formation donnée par le personnel infirmier,Soutien à l'autonomie des PA,3399844.49
depenses_par_activites,2018-2019,7152,Gestion et soutien aux autres programmes,Soutien à l'autonomie des PA,19457360.82
depenses_par_activites,2018-2019,7158,Gestion et soutien aux programmes (hors territoire),Soutien à l'autonomie des PA,1991361.6
depenses_par_activites,2018-2019,7151,Gestion et soutien des services à domicile,Soutien à l'autonomie des PA,50086455.84
depenses_par_activites,2018-2019,6058,Gériatrie active,Soutien à l'autonomie des PA,110957978.0
depenses_par_activites,2018-2019,6290,Hôpital de jour gériatrique,Soutien à l'autonomie des PA,9533187.0
depenses_par_activites,2018-2019,6351,Inhalothérapie à domicile,Soutien à l'autonomie des PA,8552455.64
depenses_par_activites,2018-2019,7120,Intervention communautaire,Soutien à l'autonomie des PA,7056681.0
depenses_par_activites,2018-2019,6051,Médecine,Soutien à l'autonomie des PA,13444905.8
depenses_par_activites,2018-2019,6056,Médecine et chirurgie (non répartie),Soutien à l'autonomie des PA,14413042.0
depenses_par_activites,2018-2019,7111,Nutrition à domicile,Soutien à l'autonomie des PA,5879512.5
depenses_par_activites,2018-2019,6804,Pharmacie - Usagers hospitalisés,Soutien à l'autonomie des PA,14047542.8
depenses_par_activites,2018-2019,6805,Pharmacie - usagers hébergés,Soutien à l'autonomie des PA,104447120.85
depenses_par_activites,2018-2019,6870,Physiothérapie,Soutien à l'autonomie des PA,39674998.66
depenses_par_activites,2018-2019,7162,Physiothérapie à domicile,Soutien à l'autonomie des PA,24905229.28
depenses_par_activites,2018-2019,7163,Prêt d'équipement aux usagers des services à domicile,Soutien à l'autonomie des PA,11270479.84
depenses_par_activites,2018-2019,6564,Psychologie,Soutien à l'autonomie des PA,2050999.98
depenses_par_activites,2018-2019,5514,Ressources intermédiaires - Soutien à l'autonomie des personnes âgées,Soutien à l'autonomie des PA,407138183.0
depenses_par_activites,2018-2019,5534,Résidences d'accueil - Soutien à l'autonomie des personnes âgées,Soutien à l'autonomie des PA,15743290.0
depenses_par_activites,2018-2019,6390,Service de soins spirituels,Soutien à l'autonomie des PA,5713985.59
depenses_par_activites,2018-2019,6380,Services ambulatoires de psychogériatrie,Soutien à l'autonomie des PA,5749618.0
depenses_par_activites,2018-2019,6561,Services psychosociaux à domicile,Soutien à l'autonomie des PA,136036487.15
depenses_par_activites,2018-2019,6565,Services sociaux,Soutien à l'autonomie des PA,22936516.32
depenses_par_activites,2018-2019,6160,Soins d'assistance aux personnes en pertes d'autonomie,Soutien à l'autonomie des PA,1130199558.0
depenses_par_activites,2018-2019,6060,Soins infirmiers aux personnes en perte d'autonomie,Soutien à l'autonomie des PA,958321262.0
depenses_par_activites,2018-2019,6174,Soins infirmiers à domicile continus,Soutien à l'autonomie des PA,17275173.0
depenses_par_activites,2018-2019,6173,Soins infirmiers à domicile réguliers (non répartis),Soutien à l'autonomie des PA,197987224.6
depenses_par_activites,2018-2019,5554,Suivi professionnel des usagers en RI - RTF - Soutien à l'autonomie des personnes âgées,Soutien à l'autonomie des PA,13008186.0
depenses_par_activites,2018-2019,7690,Transport externe des usagers,Soutien à l'autonomie des PA,7523673.7
depenses_par_activites,2019-2020,7992,Activités spéciales - Administration,Administration,24636129.0
depenses_par_activites,2019-2020,7993,Activités spéciales - Soutien aux services,Administration,1701547.0
depenses_par_activites,2019-2020,7304,Administration des services professionnnels,Administration,109220043.0
depenses_par_activites,2019-2020,7320,Administration des services techniques,Administration,47973774.0
depenses_par_activites,2019-2020,7303,Administration du personnel,Administration,443052768.0
depenses_par_activites,2019-2020,7302,Administration financière,Administration,239535641.0
depenses_par_activites,2019-2020,7306,Administration financière et du personnel (non réparti),Administration,2545077.0
depenses_par_activites,2019-2020,7307,Approvisionnement et services,Administration,154850253.0
depenses_par_activites,2019-2020,7301,Direction générale,Administration,245033968.0
depenses_par_activites,2019-2020,6766,"Direction, coordination et soutien administratif",Administration,23126347.0
depenses_par_activites,2019-2020,7158,Gestion et soutien aux programmes (hors territoire),Administration,842014.86
depenses_par_activites,2019-2020,7340,Informatique,Administration,365592981.0
depenses_par_activites,2019-2020,7305,Services de vérification interne,Administration,500240.0
depenses_par_activites,2019-2020,8001,"Accueil, évaluation et orientation - Déficience intellectuelle et TSA",Déficience intellectuelle et TSA,4517431.0
depenses_par_activites,2019-2020,7986,Activités spéciales - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,109746.0
depenses_par_activites,2019-2020,7101,"Adaptation et soutien à la personne, à la famille et aux proches - DI et TSA",Déficience intellectuelle et TSA,41253721.0
depenses_par_activites,2019-2020,6531,Aide à domicile régulière,Déficience intellectuelle et TSA,21901813.39
depenses_par_activites,2019-2020,7011,Atelier de travail - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,4153359.0
depenses_par_activites,2019-2020,5546,Autres ressources - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,17601130.0
depenses_par_activites,2019-2020,,Crédits des organismes communautaires,Déficience intellectuelle et TSA,40589118.0
depenses_par_activites,2019-2020,7392,Déplacement des personnes présentant une déficience intellectuelle,Déficience intellectuelle et TSA,147941.0
depenses_par_activites,2019-2020,6430,Encadrement des ressources,Déficience intellectuelle et TSA,17467656.25
depenses_par_activites,2019-2020,7161,Ergothérapie à domicile,Déficience intellectuelle et TSA,1542968.05
depenses_par_activites,2019-2020,5526,Familles d'accueil - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,11230562.0
depenses_par_activites,2019-2020,7152,Gestion et soutien aux autres programmes,Déficience intellectuelle et TSA,9138730.89
depenses_par_activites,2019-2020,7158,Gestion et soutien aux programmes (hors territoire),Déficience intellectuelle et TSA,385898.38
depenses_par_activites,2019-2020,7151,Gestion et soutien des services à domicile,Déficience intellectuelle et TSA,5158092.48
depenses_par_activites,2019-2020,6945,Internat - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,28821425.0
depenses_par_activites,2019-2020,7031,Intégration à l'emploi - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,372500.0
depenses_par_activites,2019-2020,7162,Physiothérapie à domicile,Déficience intellectuelle et TSA,195127.14
depenses_par_activites,2019-2020,7163,Prêt d'équipement aux usagers des services à domicile,Déficience intellectuelle et TSA,302171.32
depenses_par_activites,2019-2020,5516,Ressources intermédiaires - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,210853860.0
depenses_par_activites,2019-2020,7041,Ressources résidentielles - Assistance résidentielle continue (déficience intellectuelle et TSA),Déficience intellectuelle et TSA,113482595.0
depenses_par_activites,2019-2020,7051,Ressources résidentielles avec allocations pour assistance continue - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,956267.0
depenses_par_activites,2019-2020,5536,Résidences d'accueil - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,173500706.0
depenses_par_activites,2019-2020,7001,Services d'adaptation et de réadaptation en contexte d'intégration communautaire - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,33864106.0
depenses_par_activites,2019-2020,8050,Services d'adaptation et de réadaptation à la personne - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,312518324.0
depenses_par_activites,2019-2020,6910,Services d'assistance éducative spécialisée à la famille et aux proches - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,119560.0
depenses_par_activites,2019-2020,6920,Services de soutien spécialisé aux partenaires - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,95156.0
depenses_par_activites,2019-2020,6561,Services psychosociaux à domicile,Déficience intellectuelle et TSA,21793586.23
depenses_par_activites,2019-2020,6173,Soins infirmiers à domicile réguliers (non répartis),Déficience intellectuelle et TSA,3530927.7
